date,brand,model,quantity_sold,current_stock,reorder_threshold,lead_time
2024-08-30,Dell,XPS 13,16,195,18,14
2024-12-26,Lenovo,IdeaPad 3,7,369,46,5
2022-11-27,Realme,Realme 7,6,100,47,8
2023-03-21,Apple,iPhone 11,33,488,23,6
2021-06-09,Acer,Aspire 5,2,364,30,14
2021-02-09,Google,Pixel 4a,27,411,49,4
2024-06-21,Vivo,Vivo X50,33,216,45,14
2022-12-19,Acer,Swift 3,31,123,27,6
2024-09-01,Dell,Inspiron 15,9,87,21,12
2023-01-21,Asus,ZenBook 14,3,477,39,14
2021-06-20,OnePlus,OnePlus 9,27,152,43,13
2021-07-28,Samsung,Galaxy S20,3,120,39,3
2023-08-15,HP,EliteBook 840,31,44,47,10
2021-09-20,OnePlus,OnePlus 9,14,43,26,12
2023-01-08,Apple,MacBook Air,44,496,27,14
2022-10-06,OnePlus,OnePlus 8,16,307,41,12
2024-12-12,Dell,Inspiron 15,22,307,22,8
2022-06-11,MSI,GF65 Thin,35,331,10,13
2022-12-17,Oppo,Oppo F19,29,414,45,7
2022-10-19,Apple,iPhone 11,15,384,50,13
2024-02-04,Vivo,Vivo V20,42,377,38,7
2023-01-12,Samsung,Galaxy S20,19,420,14,5
2021-04-27,OnePlus,OnePlus 8,5,59,38,13
2021-07-25,Acer,Predator Helios,25,67,19,12
2022-10-03,Acer,Aspire 5,10,383,46,12
2023-09-20,Apple,MacBook Pro 16,13,120,35,10
2024-06-23,Apple,MacBook Pro 16,16,200,39,5
2023-01-12,OnePlus,OnePlus 8,35,414,46,12
2021-01-03,Xiaomi,Mi 11,41,301,48,4
2023-09-22,Apple,MacBook Pro 13,49,118,29,8
2024-11-29,Vivo,Vivo V20,25,493,15,14
2021-11-09,Realme,Realme 8,12,25,49,9
2023-05-02,MSI,GF65 Thin,11,389,32,7
2023-09-29,Apple,MacBook Pro 13,48,140,40,12
2022-11-06,Acer,Predator Helios,38,310,35,3
2022-03-26,OnePlus,OnePlus Nord,41,294,34,5
2024-11-19,Realme,Realme 7,44,398,21,13
2022-04-01,Samsung,Galaxy S20,43,173,34,10
2023-07-22,HP,EliteBook 840,7,147,22,8
2022-08-10,Asus,ZenBook 14,13,47,44,11
2023-01-02,Google,Pixel 4a,3,466,24,4
2024-08-16,Dell,Inspiron 15,27,289,21,12
2022-10-23,MSI,GE76 Raider,32,478,11,8
2021-01-01,Lenovo,ThinkPad X1,32,391,44,3
2021-06-12,Google,Pixel 6,29,477,47,8
2024-05-17,Oppo,Oppo Reno 5,13,283,22,3
2024-06-29,OnePlus,OnePlus 9,31,480,28,6
2021-10-27,Google,Pixel 6,44,369,17,8
2024-07-04,Acer,Aspire 5,14,290,36,8
2021-05-13,Vivo,Vivo X50,19,423,17,4
2022-09-12,Xiaomi,Redmi Note 9,19,446,37,9
2021-11-06,Oppo,Oppo A74,41,131,13,4
2024-09-12,Realme,Realme 8,22,82,31,3
2021-04-19,Xiaomi,Mi 11,9,85,21,5
2024-01-05,Apple,MacBook Pro 16,23,242,30,5
2022-10-12,Lenovo,ThinkPad X1,7,263,16,3
2024-07-22,OnePlus,OnePlus Nord,3,187,44,9
2023-09-26,MSI,Stealth 15M,33,288,17,14
2022-02-09,MSI,Stealth 15M,9,479,48,5
2023-02-05,Realme,Realme X7,33,150,37,8
2021-11-26,Xiaomi,Redmi Note 9,8,244,20,10
2023-07-12,Lenovo,IdeaPad 3,36,21,32,13
2024-09-02,Dell,Latitude 7420,49,351,18,14
2023-06-19,Acer,Swift 3,11,230,48,12
2022-10-12,Acer,Predator Helios,6,158,14,3
2024-07-23,Oppo,Oppo A74,33,151,37,3
2022-02-17,Samsung,Galaxy Note 10,46,412,18,4
2021-02-11,Dell,Inspiron 15,45,138,27,6
2022-09-26,Apple,iPhone 12,13,214,41,6
2021-08-19,OnePlus,OnePlus 8,24,332,14,5
2022-06-12,Google,Pixel 4a,36,108,22,7
2022-10-22,Xiaomi,Mi 11,44,336,28,11
2023-02-28,Samsung,Galaxy S20,24,208,15,3
2021-05-09,Apple,iPhone 13,5,181,19,5
2021-07-14,Dell,Inspiron 15,11,300,29,5
2023-02-11,Xiaomi,Mi 11,5,393,33,6
2023-10-04,Google,Pixel 5,11,232,39,3
2023-04-07,Asus,ROG Zephyrus,32,124,35,11
2021-06-17,OnePlus,OnePlus 9,38,232,33,10
2023-07-18,Dell,Inspiron 15,38,222,43,6
2022-10-13,HP,EliteBook 840,21,327,31,9
2024-09-25,Asus,ZenBook 14,36,253,45,14
2024-01-04,HP,Pavilion 15,22,22,18,3
2022-11-24,MSI,GE76 Raider,7,370,15,13
2023-05-02,Xiaomi,Mi 11,6,324,20,13
2024-04-17,Google,Pixel 5,26,381,35,10
2022-06-12,Google,Pixel 4a,32,405,12,10
2022-03-09,Dell,XPS 13,47,352,35,13
2023-11-18,Lenovo,ThinkPad X1,41,169,19,4
2024-09-15,Vivo,Vivo X50,31,52,19,11
2021-03-19,Samsung,Galaxy Note 10,6,26,38,7
2022-08-05,Acer,Predator Helios,36,205,20,9
2023-03-30,Realme,Realme X7,10,56,34,9
2023-05-01,Apple,iPhone 11,18,314,30,10
2021-02-07,Dell,XPS 13,7,377,13,7
2024-02-09,Lenovo,Legion 5,2,55,34,3
2024-11-12,Apple,iPhone 12,41,380,44,14
2023-11-29,Apple,MacBook Pro 16,20,47,47,6
2023-05-25,Dell,Inspiron 15,14,295,16,10
2023-08-13,Samsung,Galaxy Note 10,28,52,39,5
2024-02-06,Asus,VivoBook 15,4,373,32,13
2022-10-15,Google,Pixel 5,40,291,26,8
2024-01-24,Realme,Realme 7,10,474,16,11
2023-01-22,Apple,iPhone 12,33,333,50,8
2022-05-28,Acer,Aspire 5,33,154,10,13
2023-05-12,Vivo,Vivo X50,34,353,48,4
2021-08-25,Acer,Predator Helios,41,500,32,4
2023-11-14,Acer,Aspire 5,21,156,11,8
2023-02-23,Acer,Swift 3,21,145,16,7
2024-03-17,HP,EliteBook 840,37,401,24,9
2021-03-08,Asus,ZenBook 14,19,251,18,4
2024-06-17,HP,EliteBook 840,45,289,34,10
2023-08-22,Asus,ROG Zephyrus,13,409,35,6
2023-08-15,Apple,MacBook Pro 16,17,116,31,11
2023-06-09,Vivo,Vivo Y51,33,175,10,6
2023-02-20,OnePlus,OnePlus 9,14,357,27,3
2024-11-09,Samsung,Galaxy S20,40,149,49,12
2023-11-16,MSI,GE76 Raider,9,206,18,13
2021-03-12,Lenovo,Legion 5,9,169,22,9
2023-09-21,Lenovo,IdeaPad 3,42,282,17,10
2023-05-20,Realme,Realme 7,6,301,28,10
2021-08-01,Apple,iPhone 12,42,357,41,3
2023-10-12,Dell,Latitude 7420,25,52,20,7
2024-04-01,Oppo,Oppo A74,41,485,39,14
2024-09-20,HP,Spectre x360,19,131,46,11
2024-02-07,Google,Pixel 6,48,416,13,6
2023-08-12,Apple,iPhone 12,45,143,48,11
2023-11-08,Realme,Realme 7,3,193,37,14
2021-09-28,HP,EliteBook 840,10,128,19,9
2021-12-06,Xiaomi,Mi 10,40,365,16,3
2021-12-30,Apple,MacBook Pro 13,14,39,21,12
2023-04-16,Xiaomi,Mi 11,48,303,22,3
2021-06-11,Vivo,Vivo Y51,2,263,11,11
2024-05-27,Google,Pixel 5,4,229,10,14
2023-10-30,Realme,Realme X7,41,63,28,12
2023-07-05,Samsung,Galaxy S20,41,410,26,5
2021-06-16,Asus,ROG Zephyrus,41,58,23,13
2024-12-21,Apple,MacBook Pro 16,49,178,27,12
2024-12-21,Lenovo,ThinkPad X1,50,469,38,4
2024-10-28,Dell,Inspiron 15,16,91,25,4
2024-07-19,Vivo,Vivo V20,26,357,34,11
2024-02-25,OnePlus,OnePlus 8,14,489,49,5
2023-06-29,Vivo,Vivo V20,27,287,19,12
2021-09-16,Oppo,Oppo F19,22,407,42,6
2024-11-03,Vivo,Vivo Y51,4,79,40,10
2022-06-10,OnePlus,OnePlus 8,39,301,50,10
2023-03-13,Apple,iPhone 12,37,335,30,8
2022-08-27,Samsung,Galaxy S21,49,334,11,5
2022-01-26,Lenovo,ThinkPad X1,33,450,46,14
2023-05-17,Oppo,Oppo A74,38,127,47,8
2023-10-21,Asus,VivoBook 15,46,341,19,14
2024-08-06,Vivo,Vivo Y51,47,35,46,14
2024-06-09,Apple,MacBook Air,13,377,21,11
2021-01-12,HP,EliteBook 840,35,80,27,11
2023-05-24,Asus,ROG Zephyrus,12,193,47,9
2023-06-02,Realme,Realme 7,50,387,49,5
2024-09-12,Samsung,Galaxy Note 10,24,275,28,4
2021-04-22,Acer,Aspire 5,29,342,35,14
2023-07-30,Asus,ZenBook 14,19,468,25,3
2024-10-09,MSI,Stealth 15M,22,435,34,9
2024-05-31,Lenovo,IdeaPad 3,37,257,13,9
2022-03-22,Apple,MacBook Air,45,285,38,8
2024-11-22,Google,Pixel 4a,2,400,12,9
2021-11-18,Acer,Swift 3,43,143,13,13
2021-10-23,Vivo,Vivo V20,8,408,43,7
2021-01-30,Vivo,Vivo X50,36,378,14,8
2024-10-28,Lenovo,Legion 5,50,433,28,3
2024-05-16,Apple,iPhone 11,1,220,39,3
2023-08-26,OnePlus,OnePlus 8,44,469,30,14
2023-03-09,Samsung,Galaxy Note 10,49,282,38,8
2023-11-16,Samsung,Galaxy S20,4,311,21,11
2023-05-06,Lenovo,Legion 5,14,366,49,3
2023-02-10,Acer,Predator Helios,39,315,12,5
2024-10-01,Asus,ROG Zephyrus,46,497,17,4
2021-04-25,Lenovo,ThinkPad X1,25,36,14,14
2023-12-04,MSI,GF65 Thin,33,464,22,10
2023-04-08,HP,EliteBook 840,30,112,18,12
2024-08-24,HP,EliteBook 840,23,288,42,6
2021-11-26,Oppo,Oppo A74,16,454,42,9
2021-11-02,Google,Pixel 6,25,460,20,4
2021-04-04,Dell,Inspiron 15,40,447,24,12
2023-03-08,MSI,Stealth 15M,44,117,44,14
2023-01-31,Realme,Realme 7,39,273,41,11
2021-11-14,Apple,MacBook Pro 13,8,180,17,8
2022-09-15,Realme,Realme X7,12,308,31,7
2021-01-21,Dell,Latitude 7420,28,157,47,10
2021-06-13,HP,EliteBook 840,28,128,28,12
2022-12-07,Vivo,Vivo X50,50,224,47,7
2023-07-18,Xiaomi,Mi 11,24,295,20,8
2021-03-31,OnePlus,OnePlus Nord,13,380,43,14
2021-08-11,HP,EliteBook 840,13,182,27,11
2022-06-17,Xiaomi,Mi 10,15,455,40,8
2022-12-22,Asus,VivoBook 15,21,36,50,14
2022-11-02,Asus,ZenBook 14,49,421,41,4
2023-07-28,HP,Pavilion 15,41,360,44,4
2023-02-19,Apple,MacBook Air,2,112,30,14
2021-03-25,Vivo,Vivo V20,48,466,14,13
2022-12-30,MSI,GE76 Raider,20,326,37,10
2021-01-23,Acer,Swift 3,9,275,45,12
2022-07-01,Xiaomi,Redmi Note 9,42,48,26,14
2023-02-16,Oppo,Oppo F19,5,339,31,13
2023-07-31,HP,Spectre x360,27,122,39,14
2024-10-07,OnePlus,OnePlus Nord,27,239,27,9
2022-09-23,Samsung,Galaxy Note 10,45,277,25,8
2024-02-18,Xiaomi,Redmi Note 9,16,424,32,12
2021-03-18,Samsung,Galaxy S21,40,292,11,5
2023-11-01,Acer,Aspire 5,22,96,26,8
2022-11-16,Vivo,Vivo X50,8,146,43,4
2022-11-20,Acer,Aspire 5,3,485,46,13
2021-07-24,Apple,iPhone 13,44,426,35,13
2022-10-25,MSI,GE76 Raider,37,123,26,6
2023-03-02,Oppo,Oppo A74,5,330,23,4
2022-07-12,Asus,ZenBook 14,47,467,30,3
2024-03-28,Acer,Predator Helios,14,449,42,11
2022-10-07,Lenovo,IdeaPad 3,36,152,27,5
2022-02-25,HP,Spectre x360,43,74,16,9
2021-08-09,Dell,XPS 13,30,225,39,7
2023-03-26,Asus,ROG Zephyrus,44,411,34,5
2022-03-01,Apple,MacBook Pro 13,28,60,19,9
2023-12-08,Asus,ROG Zephyrus,4,158,14,10
2022-03-16,MSI,GF65 Thin,42,191,10,12
2023-03-15,Xiaomi,Mi 10,22,389,30,12
2022-11-27,Xiaomi,Mi 10,38,134,12,3
2023-01-16,Lenovo,ThinkPad X1,42,30,16,13
2024-07-06,Lenovo,ThinkPad X1,47,455,42,12
2024-04-01,MSI,GE76 Raider,16,359,47,9
2021-09-18,Google,Pixel 4a,29,479,18,3
2023-12-30,OnePlus,OnePlus Nord,47,153,49,3
2024-01-04,Xiaomi,Mi 11,45,369,19,13
2021-07-21,Google,Pixel 4a,10,225,22,13
2023-01-04,Apple,iPhone 13,7,370,14,13
2022-09-01,Samsung,Galaxy S21,9,348,16,12
2021-04-16,Apple,MacBook Pro 13,11,460,31,10
2022-06-22,Lenovo,Legion 5,20,421,14,12
2024-12-23,MSI,Stealth 15M,40,264,23,6
2021-02-11,Google,Pixel 4a,18,230,29,11
2022-05-20,Samsung,Galaxy Note 10,27,405,12,3
2021-06-13,Google,Pixel 4a,20,278,29,10
2023-02-03,MSI,GF65 Thin,1,163,43,13
2023-03-05,OnePlus,OnePlus Nord,25,465,47,10
2024-01-11,HP,EliteBook 840,7,307,12,11
2021-12-10,Asus,ROG Zephyrus,4,164,43,11
2022-03-10,Google,Pixel 5,12,288,34,9
2023-02-09,Apple,MacBook Pro 13,3,415,42,10
2022-07-28,HP,Spectre x360,20,203,40,8
2024-06-17,Oppo,Oppo F19,21,236,12,14
2021-12-12,Apple,iPhone 11,21,317,13,4
2024-04-14,Xiaomi,Mi 11,11,60,13,4
2021-10-25,OnePlus,OnePlus 8,33,204,19,11
2021-09-07,Samsung,Galaxy S21,16,351,48,7
2024-04-08,OnePlus,OnePlus 9,2,165,28,9
2024-02-15,Xiaomi,Redmi Note 9,1,107,28,10
2024-04-22,Oppo,Oppo Reno 5,39,237,23,8
2023-08-02,Vivo,Vivo X50,47,127,19,8
2021-08-04,HP,Spectre x360,28,29,31,14
2022-05-14,Samsung,Galaxy S21,23,394,43,7
2022-02-11,Oppo,Oppo F19,5,269,11,6
2023-10-03,Google,Pixel 5,22,279,46,5
2024-01-02,OnePlus,OnePlus Nord,17,211,22,9
2024-07-03,Google,Pixel 6,41,361,49,4
2021-10-22,Samsung,Galaxy S20,38,299,38,14
2021-08-26,Vivo,Vivo X50,14,484,29,11
2024-08-06,Vivo,Vivo V20,31,103,28,12
2023-02-21,Apple,MacBook Pro 13,16,209,36,5
2023-01-07,Acer,Swift 3,1,270,44,11
2022-12-25,HP,Pavilion 15,50,196,22,11
2022-01-08,Realme,Realme X7,31,119,43,11
2024-04-21,Apple,MacBook Pro 13,21,85,10,10
2021-03-03,Xiaomi,Redmi Note 9,33,260,44,6
2024-05-27,HP,EliteBook 840,33,363,33,8
2023-06-05,Xiaomi,Mi 11,17,223,48,10
2023-10-12,Apple,iPhone 11,45,341,30,10
2021-07-09,Oppo,Oppo F19,30,349,41,4
2024-12-30,Dell,XPS 13,50,240,34,6
2023-08-01,Apple,MacBook Air,21,267,15,4
2021-08-13,Apple,iPhone 12,45,407,21,8
2023-01-21,Dell,XPS 13,29,380,23,13
2022-06-17,Apple,iPhone 11,46,467,14,10
2022-06-03,Oppo,Oppo Reno 5,31,416,50,8
2024-01-18,Xiaomi,Mi 10,41,54,22,14
2021-09-19,Apple,iPhone 13,13,51,43,9
2022-10-23,Acer,Predator Helios,17,320,13,4
2023-07-03,Vivo,Vivo X50,5,38,25,14
2021-08-22,Lenovo,Legion 5,28,409,19,13
2023-05-18,Xiaomi,Mi 10,41,208,22,12
2022-10-26,Acer,Aspire 5,3,433,50,3
2021-07-30,Apple,MacBook Pro 16,3,74,13,11
2023-10-26,Xiaomi,Mi 11,37,300,29,6
2024-06-10,Lenovo,Legion 5,32,146,48,5
2023-01-13,Apple,MacBook Air,8,145,41,5
2022-08-04,Dell,Inspiron 15,10,396,42,7
2021-06-01,Lenovo,Legion 5,17,35,22,12
2023-11-16,MSI,GE76 Raider,25,131,39,8
2021-05-21,Vivo,Vivo X50,12,159,29,7
2024-02-24,Apple,MacBook Air,32,443,32,4
2023-09-22,Xiaomi,Mi 10,25,52,37,10
2021-09-04,Lenovo,Legion 5,1,237,50,4
2023-09-20,Apple,MacBook Pro 13,12,255,22,12
2024-01-29,Samsung,Galaxy S21,11,317,14,13
2023-04-04,Lenovo,IdeaPad 3,17,430,25,11
2024-05-11,Dell,Latitude 7420,35,117,10,7
2023-08-16,MSI,Stealth 15M,44,144,37,8
2021-09-04,Lenovo,Legion 5,5,164,48,3
2023-01-30,Asus,ROG Zephyrus,7,280,19,6
2022-10-26,Xiaomi,Mi 11,12,488,30,4
2024-01-05,Dell,Latitude 7420,40,87,31,3
2022-10-19,Oppo,Oppo F19,16,99,10,11
2024-03-10,OnePlus,OnePlus Nord,43,494,15,14
2021-09-04,Dell,Inspiron 15,33,65,45,6
2022-05-16,Lenovo,IdeaPad 3,37,110,43,14
2023-06-29,Apple,iPhone 11,49,77,21,9
2024-09-26,MSI,GF65 Thin,11,343,21,14
2024-01-28,Xiaomi,Mi 10,6,268,35,4
2023-10-08,MSI,GE76 Raider,5,128,33,9
2021-07-23,Acer,Swift 3,39,382,44,7
2021-02-19,Samsung,Galaxy S20,4,476,37,8
2023-04-28,Xiaomi,Mi 11,6,300,23,12
2021-10-06,Dell,Latitude 7420,10,123,36,7
2021-10-01,MSI,Stealth 15M,2,449,21,3
2021-01-14,HP,EliteBook 840,17,84,16,6
2024-04-09,Google,Pixel 6,49,56,31,6
2022-08-24,Asus,ROG Zephyrus,46,228,32,10
2023-01-07,HP,Pavilion 15,8,202,25,4
2024-01-24,HP,Pavilion 15,10,160,17,3
2023-11-02,Apple,MacBook Air,34,151,48,13
2021-05-14,Vivo,Vivo X50,30,67,11,11
2023-01-17,Google,Pixel 6,45,425,49,12
2021-10-29,Apple,MacBook Air,27,134,11,4
2024-07-04,Lenovo,ThinkPad X1,27,418,24,4
2023-03-30,Realme,Realme X7,28,406,31,4
2024-07-19,Vivo,Vivo X50,46,153,29,6
2023-03-15,OnePlus,OnePlus Nord,38,450,16,13
2024-08-10,MSI,Stealth 15M,47,220,47,3
2023-09-29,Apple,MacBook Pro 13,16,319,22,8
2023-05-17,Asus,ZenBook 14,20,414,30,6
2024-05-06,Lenovo,IdeaPad 3,7,305,46,11
2023-12-11,Oppo,Oppo A74,10,247,22,7
2024-08-21,Acer,Aspire 5,25,354,50,13
2021-09-02,Realme,Realme 7,50,473,15,8
2023-05-26,Apple,iPhone 11,6,416,39,10
2022-09-21,Google,Pixel 5,7,422,40,10
2021-07-08,HP,EliteBook 840,37,327,23,12
2024-10-11,Samsung,Galaxy S20,13,233,38,11
2021-08-25,Vivo,Vivo X50,12,410,48,5
2023-09-12,MSI,GE76 Raider,36,49,26,7
2022-07-18,OnePlus,OnePlus 9,12,469,17,3
2023-10-25,Apple,MacBook Air,46,59,25,5
2023-10-22,Xiaomi,Redmi Note 9,28,379,18,7
2021-06-19,Realme,Realme 7,37,463,16,4
2022-10-20,HP,EliteBook 840,5,424,27,7
2021-08-05,HP,EliteBook 840,11,179,40,4
2022-12-13,Dell,Latitude 7420,47,37,24,13
2022-02-17,Oppo,Oppo Reno 5,16,215,27,14
2023-01-19,Samsung,Galaxy S20,26,68,23,10
2022-05-28,Oppo,Oppo Reno 5,49,217,34,7
2024-07-28,Lenovo,IdeaPad 3,28,295,49,10
2023-04-06,Dell,XPS 13,23,137,26,12
2021-07-17,Apple,iPhone 12,4,321,46,10
2022-02-26,Asus,ROG Zephyrus,10,324,26,11
2023-12-01,Apple,MacBook Pro 13,5,238,39,4
2022-01-09,HP,Spectre x360,43,316,31,11
2022-06-09,Apple,MacBook Pro 16,7,210,12,10
2024-09-09,Vivo,Vivo Y51,8,134,35,11
2022-05-15,MSI,Stealth 15M,46,442,12,10
2021-06-15,Samsung,Galaxy Note 10,20,394,11,8
2022-03-05,Samsung,Galaxy S20,7,25,45,8
2023-10-06,Apple,MacBook Pro 16,10,80,25,3
2021-06-14,Apple,MacBook Air,22,183,15,4
2024-06-09,Asus,VivoBook 15,19,271,49,5
2021-08-05,Acer,Predator Helios,32,497,18,9
2021-05-04,Xiaomi,Redmi Note 9,42,187,24,13
2022-09-20,Vivo,Vivo X50,26,291,29,11
2022-09-14,OnePlus,OnePlus 9,45,438,27,14
2023-01-01,Apple,MacBook Air,23,496,44,6
2023-01-09,Apple,iPhone 12,9,320,20,10
2023-05-26,Google,Pixel 6,15,235,30,10
2024-02-01,Dell,XPS 13,11,421,15,11
2022-05-31,Oppo,Oppo A74,33,441,48,14
2023-04-08,Asus,ZenBook 14,31,466,47,14
2024-06-20,Apple,MacBook Air,46,21,15,11
2023-04-27,Apple,MacBook Pro 13,45,196,34,6
2024-12-22,Google,Pixel 5,10,144,25,8
2023-04-03,Vivo,Vivo X50,16,293,41,9
2021-03-03,Apple,iPhone 11,14,47,14,4
2021-10-22,Realme,Realme 7,38,484,49,6
2021-12-28,Asus,ZenBook 14,31,267,19,12
2024-11-07,MSI,GF65 Thin,46,194,26,6
2024-07-20,Vivo,Vivo V20,3,354,41,13
2024-05-18,Apple,MacBook Pro 16,12,119,47,11
2022-04-07,Acer,Aspire 5,44,106,32,8
2021-09-19,Asus,ROG Zephyrus,19,143,14,10
2023-08-22,Realme,Realme 7,16,229,20,10
2024-05-15,Samsung,Galaxy Note 10,32,439,45,7
2024-06-13,Realme,Realme 8,30,432,23,7
2022-08-18,Dell,Latitude 7420,39,198,14,14
2023-02-13,Apple,iPhone 11,40,310,31,8
2023-10-29,Lenovo,ThinkPad X1,27,39,29,6
2023-09-19,Oppo,Oppo A74,42,48,41,9
2022-03-04,Realme,Realme 8,26,419,13,13
2024-08-21,Xiaomi,Mi 10,11,315,11,7
2023-06-08,Asus,ZenBook 14,49,185,26,8
2024-07-11,Acer,Swift 3,41,84,38,13
2021-11-24,Acer,Aspire 5,43,384,44,13
2022-08-15,Acer,Predator Helios,10,90,10,11
2021-11-13,MSI,Stealth 15M,35,410,24,5
2024-05-28,Lenovo,Legion 5,15,497,44,6
2022-11-29,Asus,ZenBook 14,37,353,36,8
2022-11-25,Acer,Aspire 5,6,57,29,9
2023-09-06,Vivo,Vivo Y51,3,465,40,14
2023-10-18,OnePlus,OnePlus 9,3,475,36,13
2023-06-26,Oppo,Oppo A74,3,330,36,12
2021-05-17,Vivo,Vivo Y51,50,217,49,6
2021-12-30,Realme,Realme 8,32,126,47,7
2021-01-30,Asus,ROG Zephyrus,23,162,37,7
2022-05-29,Asus,VivoBook 15,45,159,35,4
2024-12-01,MSI,Stealth 15M,20,447,19,14
2024-03-03,MSI,GF65 Thin,49,460,23,4
2022-12-20,MSI,Stealth 15M,16,89,28,9
2023-08-16,Vivo,Vivo V20,45,263,33,14
2023-12-21,Google,Pixel 6,37,308,50,6
2021-12-11,Vivo,Vivo V20,29,320,26,8
2023-04-12,Acer,Swift 3,8,392,48,4
2022-04-03,Asus,ROG Zephyrus,13,54,19,13
2023-07-07,MSI,Stealth 15M,34,336,46,6
2022-11-04,Vivo,Vivo X50,24,196,23,3
2024-01-07,Realme,Realme 8,40,165,49,13
2023-04-14,Acer,Predator Helios,18,212,15,10
2021-08-07,Oppo,Oppo Reno 5,21,286,36,9
2023-06-27,Apple,iPhone 13,36,455,16,12
2022-02-17,Vivo,Vivo Y51,38,225,16,8
2024-04-21,Oppo,Oppo A74,15,406,31,5
2022-01-02,Google,Pixel 4a,3,88,35,9
2022-04-13,Vivo,Vivo X50,25,242,35,12
2023-05-03,MSI,GE76 Raider,18,121,25,12
2024-01-21,Oppo,Oppo F19,2,136,37,7
2021-03-10,MSI,GF65 Thin,37,142,38,3
2022-09-16,Oppo,Oppo F19,36,443,17,6
2022-01-01,Xiaomi,Mi 10,4,360,10,14
2024-12-22,HP,Pavilion 15,15,362,10,12
2023-02-06,OnePlus,OnePlus 8,47,203,31,4
2024-11-22,HP,Pavilion 15,7,131,34,13
2022-02-10,Vivo,Vivo V20,21,269,19,3
2024-10-28,Google,Pixel 5,37,56,31,11
2024-02-18,Google,Pixel 4a,36,55,43,10
2023-03-22,Acer,Aspire 5,27,299,48,6
2021-04-10,Samsung,Galaxy Note 10,14,193,44,4
2021-05-31,Oppo,Oppo Reno 5,3,491,45,10
2021-06-06,Google,Pixel 6,47,357,29,8
2023-01-13,HP,EliteBook 840,31,446,32,3
2021-09-21,MSI,GE76 Raider,23,222,23,6
2023-07-05,Apple,MacBook Air,18,188,46,12
2022-05-30,Realme,Realme 8,6,251,19,5
2021-03-30,Dell,Latitude 7420,2,134,43,4
2021-04-18,Acer,Aspire 5,45,62,47,8
2021-11-04,Realme,Realme 8,13,441,10,7
2024-08-05,Samsung,Galaxy Note 10,4,96,48,4
2024-05-15,Xiaomi,Mi 11,12,155,43,10
2021-08-21,Oppo,Oppo A74,40,356,26,9
2023-07-07,Xiaomi,Mi 11,15,337,45,11
2021-08-29,Samsung,Galaxy Note 10,36,35,39,4
2023-07-05,Xiaomi,Mi 11,45,103,16,13
2021-02-05,Xiaomi,Mi 11,9,458,38,7
2024-01-29,Acer,Aspire 5,9,475,18,3
2024-09-18,Oppo,Oppo A74,7,397,23,6
2024-02-15,Lenovo,ThinkPad X1,38,200,13,4
2024-04-04,Acer,Swift 3,35,239,48,11
2023-02-12,Realme,Realme 8,44,295,18,9
2023-02-28,Realme,Realme 7,34,358,47,9
2022-08-28,Samsung,Galaxy S21,14,460,23,5
2024-11-01,MSI,GE76 Raider,35,140,31,13
2024-05-11,HP,EliteBook 840,18,71,33,6
2024-02-27,Apple,MacBook Pro 13,1,215,29,10
2021-08-03,MSI,GF65 Thin,42,293,31,12
2021-03-30,Apple,iPhone 12,44,449,27,5
2023-12-29,HP,Pavilion 15,24,369,33,4
2021-08-11,Acer,Predator Helios,36,347,31,11
2021-04-04,MSI,GF65 Thin,42,399,12,12
2021-08-25,Dell,XPS 13,41,226,37,5
2021-05-19,MSI,Stealth 15M,37,452,40,14
2021-05-13,Apple,MacBook Pro 16,8,79,37,3
2021-11-10,Xiaomi,Redmi Note 9,12,289,29,13
2023-01-30,Xiaomi,Mi 10,10,434,17,7
2024-11-27,Vivo,Vivo X50,33,420,48,3
2021-09-07,Asus,ZenBook 14,26,429,45,9
2022-02-02,OnePlus,OnePlus 9,3,250,42,6
2024-05-18,Oppo,Oppo F19,29,107,14,8
2021-10-14,Asus,ZenBook 14,45,265,31,8
2024-12-23,OnePlus,OnePlus 8,27,89,47,4
2024-03-30,Xiaomi,Mi 10,24,204,24,14
2023-02-16,Acer,Predator Helios,26,104,42,6
2024-03-10,OnePlus,OnePlus Nord,18,39,11,5
2021-11-22,Apple,MacBook Air,38,450,10,11
2022-01-07,OnePlus,OnePlus 9,11,313,38,9
2023-03-11,Google,Pixel 6,36,476,33,9
2022-05-10,Realme,Realme X7,12,80,17,8
2023-05-05,Google,Pixel 5,36,226,34,11
2022-11-16,Samsung,Galaxy S21,43,167,28,14
2023-11-17,Realme,Realme 8,46,244,14,11
2023-04-16,Apple,MacBook Pro 16,31,83,49,7
2022-07-27,MSI,GF65 Thin,1,43,32,13
2023-05-28,Apple,iPhone 12,15,185,49,4
2021-02-25,MSI,GF65 Thin,7,396,38,8
2023-02-21,Realme,Realme 8,39,251,18,10
2021-04-03,Dell,Inspiron 15,16,33,29,12
2023-01-04,Google,Pixel 5,5,376,36,14
2024-11-03,MSI,GF65 Thin,40,430,40,9
2022-04-27,Apple,iPhone 13,48,22,39,7
2024-12-25,Apple,iPhone 13,40,274,13,14
2023-10-21,Lenovo,ThinkPad X1,25,101,23,11
2023-01-19,Apple,iPhone 12,38,145,41,14
2022-09-26,Apple,iPhone 13,30,39,21,9
2021-09-14,Xiaomi,Mi 11,9,97,44,8
2024-09-01,HP,Spectre x360,13,309,32,8
